engine,track,schema_id,workload,input,sample_index,operation_count,process_key_calls,process_key_ns,translator_calls,translator_ns,lookup_views_visited,owned_candidates_materialized,candidates_sorted,candidate_sort_ns,userdb_merge_ns,filter_pipeline_ns,ranker_pipeline_ns,ai_merge_ns,candidates_stored,context_full_snapshot_candidates_cloned,context_page_snapshot_candidates_cloned,abi_get_context_calls,abi_get_context_ns,abi_candidates_exported,abi_free_context_calls,abi_free_context_ns,candidate_request_bounded_calls,candidate_request_unbounded_calls,candidate_request_page_limit_total,candidate_request_surplus_total,bounded_iterator_calls,bounded_iterator_limit_total,bounded_iterator_selected_total,bounded_iterator_full_count_total,full_list_translation_calls,full_list_fallback_count,exact_lookup_calls,exact_lookup_ns,exact_lookup_candidates,prefix_lookup_calls,prefix_lookup_ns,prefix_lookup_candidates,heap_exact_lookup_calls,heap_prefix_lookup_calls,no_marisa_compact_exact_lookup_calls,no_marisa_compact_prefix_lookup_calls,rsmarisa_exact_lookup_calls,rsmarisa_prefix_lookup_calls,abi_c_string_allocations,abi_c_string_bytes
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,3,59,59,73456954400,177,73454950600,295,115,5315,41800,104500,637900,1400,212600,5315,0,5,1,5700,5,1,600,59,0,295,885,7,140,115,115,0,52,111,2088100,23,110,3479700,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,4,59,59,73302063800,177,73300017500,295,115,5315,45200,109900,658100,1400,164200,5315,0,5,1,5900,5,1,600,59,0,295,885,7,140,115,115,0,52,111,2183800,23,110,3537100,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,5,59,59,73087003200,177,73084798000,295,115,5315,43000,111000,666900,1100,158700,5315,0,5,1,6100,5,1,800,59,0,295,885,7,140,115,115,0,52,111,2095000,23,110,3533800,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,6,59,59,73369475000,177,73367461000,295,115,5315,42900,110400,651100,1400,150200,5315,0,5,1,5900,5,1,800,59,0,295,885,7,140,115,115,0,52,111,2102500,23,110,3500300,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,7,59,59,73279532300,177,73277573200,295,115,5315,40900,106300,631900,1600,155700,5315,0,5,1,5400,5,1,500,59,0,295,885,7,140,115,115,0,52,111,2071200,23,110,3476300,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,8,59,59,73073053000,177,73071023000,295,115,5315,44200,110600,650500,1700,166100,5315,0,5,1,8400,5,1,600,59,0,295,885,7,140,115,115,0,52,111,2092700,23,110,3488000,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,9,59,59,73218328100,177,73216278100,295,115,5315,42700,110300,656200,1200,163300,5315,0,5,1,5100,5,1,600,59,0,295,885,7,140,115,115,0,52,111,2090200,23,110,3584700,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,10,59,59,73132354800,177,73130395700,295,115,5315,43600,107100,636200,1300,155400,5315,0,5,1,5700,5,1,800,59,0,295,885,7,140,115,115,0,52,111,2097200,23,110,3488000,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,11,59,59,72974447400,177,72972537900,295,115,5315,39600,102000,619100,900,160100,5315,0,5,1,5200,5,1,600,59,0,295,885,7,140,115,115,0,52,111,2079500,23,110,3520400,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,12,59,59,73048060700,177,73046089500,295,115,5315,43100,109600,642900,900,157400,5315,0,5,1,5000,5,1,400,59,0,295,885,7,140,115,115,0,52,111,2096200,23,110,3485200,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,13,59,59,73487864100,177,73485771800,295,115,5315,43200,112300,672700,2000,191900,5315,0,5,1,4900,5,1,500,59,0,295,885,7,140,115,115,0,52,111,2091300,23,110,3487300,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,14,59,59,73151941000,177,73149852300,295,115,5315,45500,111700,680400,1600,163100,5315,0,5,1,5600,5,1,500,59,0,295,885,7,140,115,115,0,52,111,2101500,23,110,3552000,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,15,59,59,73164386300,177,73162382300,295,115,5315,44600,110200,661800,1600,149700,5315,0,5,1,6300,5,1,500,59,0,295,885,7,140,115,115,0,52,111,2099300,23,110,3511700,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,16,59,59,73219552100,177,73217500900,295,115,5315,42400,113400,668300,2000,165000,5315,0,5,1,6000,5,1,500,59,0,295,885,7,140,115,115,0,52,111,2125800,23,110,3508600,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,17,59,59,73268004500,177,73266007700,295,115,5315,41000,105800,646200,1900,159200,5315,0,5,1,4900,5,1,400,59,0,295,885,7,140,115,115,0,52,111,2108200,23,110,3496200,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,18,59,59,73115640800,177,73113759600,295,115,5315,44500,103300,615800,1600,145900,5315,0,5,1,5700,5,1,600,59,0,295,885,7,140,115,115,0,52,111,2086200,23,110,3503900,92,0,0,0,0,111,110,7,408
yune,track-a-comparison,luna_pinyin,key_sequence_process_with_context,zhegeyinqingqishiyinggaizhichichaochangjuzishurucainengyong,19,59,59,73196875000,177,73194899600,295,115,5315,41400,107600,641600,1400,159600,5315,0,5,1,5900,5,1,500,59,0,295,885,7,140,115,115,0,52,111,2103600,23,110,3489000,92,0,0,0,0,111,110,7,408
