event_index,phase,working_set_bytes,working_set_mb,private_bytes,private_mb,peak_working_set_bytes,peak_working_set_mb,allocator_live_bytes,allocator_live_mb,allocator_high_water_bytes,allocator_high_water_mb,named_owner_bytes,clean_mmap_file_backed_estimate_bytes,conclusion
,"baseline_process_start",5373952,5.1,798720,0.8,5373952,5.1,4572,0,9233,0,,,"Windows process baseline before temporary schema copy"
,"after_temp_schema_copy",6549504,6.2,1011712,1,6549504,6.2,5707,0,9233,0,,,"temporary committed schema bundle copied into isolated runtime dirs"
,"after_setup",6787072,6.5,1011712,1,6787072,6.5,7236,0,9233,0,,,"RimeApi setup complete"
,"after_initialize",6795264,6.5,1011712,1,6795264,6.5,7314,0,9233,0,,,"RimeApi initialize complete"
,"after_deploy",17342464,16.5,6832128,6.5,511373312,487.7,21037,0,435299563,415.1,,,"deploy reused prebuilt assets; create_session has not run"
,"after_create_session",280985600,268,253054976,241.3,511373312,487.7,194070521,185.1,435299563,415.1,197259541,34602818,"create_session loaded the workspace default schema"
,"after_select_schema",281395200,268.4,253386752,241.6,511373312,487.7,194070641,185.1,435299563,415.1,197259541,34602818,"select_schema applied requested active schema"
,"after_typing_neihoumaa",281673728,268.6,253415424,241.7,511373312,487.7,194132142,185.1,435299563,415.1,197259541,34602818,"realistic short Jyutping typing path"
,"steady_after_esc",281673728,268.6,253415424,241.7,511373312,487.7,194126405,185.1,435299563,415.1,197259541,34602818,"steady sample after ESC clear"
