engine,track,schema_id,workload,input,sample_index,operation_count,process_key_calls,process_key_ns,translator_calls,translator_ns,lookup_views_visited,owned_candidates_materialized,candidates_sorted,candidate_sort_ns,userdb_merge_ns,filter_pipeline_ns,ranker_pipeline_ns,ai_merge_ns,candidates_stored,context_full_snapshot_candidates_cloned,context_page_snapshot_candidates_cloned,abi_get_context_calls,abi_get_context_ns,abi_candidates_exported,abi_free_context_calls,abi_free_context_ns,candidate_request_bounded_calls,candidate_request_unbounded_calls,candidate_request_page_limit_total,candidate_request_surplus_total,bounded_iterator_calls,bounded_iterator_limit_total,bounded_iterator_selected_total,bounded_iterator_full_count_total,full_list_translation_calls,full_list_fallback_count,exact_lookup_calls,exact_lookup_ns,exact_lookup_candidates,prefix_lookup_calls,prefix_lookup_ns,prefix_lookup_candidates,heap_exact_lookup_calls,heap_prefix_lookup_calls,no_marisa_compact_exact_lookup_calls,no_marisa_compact_prefix_lookup_calls,rsmarisa_exact_lookup_calls,rsmarisa_prefix_lookup_calls,abi_c_string_allocations,abi_c_string_bytes
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,jigaajiusihaa,19,13,13,39611100,39,39515700,26660,46,45,700,4400,48900,300,1300,45,0,0,1,2400,0,1,400,13,0,65,195,3,60,45,25339,0,10,10379,4392900,11634,23,3167000,15026,0,0,10379,23,0,0,2,28
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,loengjathau,0,11,11,20406900,33,20269900,20712,100,90,500,2800,84000,300,2000,90,0,0,1,3800,0,1,200,11,0,55,165,6,120,90,19628,0,5,7032,2999600,8007,16,2555500,12705,0,0,7032,16,0,0,2,24
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,loengjathau,1,11,11,20738600,33,20612800,20712,100,90,400,3200,88000,400,2300,90,0,0,1,2100,0,1,200,11,0,55,165,6,120,90,19628,0,5,7032,3069400,8007,16,2644500,12705,0,0,7032,16,0,0,2,24
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,loengjathau,2,11,11,20498900,33,20383600,20712,100,90,400,2800,80200,200,1600,90,0,0,1,1900,0,1,200,11,0,55,165,6,120,90,19628,0,5,7032,3023700,8007,16,2559600,12705,0,0,7032,16,0,0,2,24
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,loengjathau,3,11,11,20500400,33,20385000,20712,100,90,300,3000,82200,800,2100,90,0,0,1,2300,0,1,200,11,0,55,165,6,120,90,19628,0,5,7032,3055600,8007,16,2544400,12705,0,0,7032,16,0,0,2,24
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,loengjathau,4,11,11,20736100,33,20615300,20712,100,90,300,3000,84600,400,2200,90,0,0,1,2200,0,1,200,11,0,55,165,6,120,90,19628,0,5,7032,3118300,8007,16,2616600,12705,0,0,7032,16,0,0,2,24
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,loengjathau,5,11,11,20242900,33,20133500,20712,100,90,300,2800,75800,300,2200,90,0,0,1,1700,0,1,100,11,0,55,165,6,120,90,19628,0,5,7032,3015800,8007,16,2501200,12705,0,0,7032,16,0,0,2,24
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,loengjathau,6,11,11,20401000,33,20291400,20712,100,90,400,2900,76100,200,2000,90,0,0,1,2500,0,1,200,11,0,55,165,6,120,90,19628,0,5,7032,3015800,8007,16,2548900,12705,0,0,7032,16,0,0,2,24
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,loengjathau,7,11,11,20561600,33,20447300,20712,100,90,300,2700,79900,400,2300,90,0,0,1,2000,0,1,200,11,0,55,165,6,120,90,19628,0,5,7032,3055600,8007,16,2561300,12705,0,0,7032,16,0,0,2,24
yune,track-b-product,jyut6ping3_mobile,key_sequence_process_with_context,loengjathau,8,11,11,20521800,33,20384500,20712,100,90,1000,3700,95200,400,2000,90,0,0,1,2500,0,1,300,11,0,55,165,6,120,90,19628,0,5,7032,2993500,8007,16,2584900,12705,0,0,7032,16,0,0,2,24
